layer,type,level,polytilesetname,polylayername,pointtilesetname,pointlayername,id,feature_id,wikidata_id,worldview,unit_code,name,name_en,names,description,source_date,iso_3166_1_alpha_3,iso_3166_1,grouping_attributes,join_attributes,parent_1,parent_2,parent_3,parent_4,z_min,area_sqkm,centroid,bounds
pos3,postal,3,mapbox.boundaries-pos3-v3,boundaries_postal_3,mapbox.boundaries-posPoints-v3,points_postal_3,USP387,5514985,,all,87,,,,2-digit postcode area,2018,USA,US,,,,,,,0,192233,"[-107.2974,34.7807]","[-109.2237,32.5008,-103.4561,37.0002]"
pos3,postal,3,mapbox.boundaries-pos3-v3,boundaries_postal_3,mapbox.boundaries-posPoints-v3,points_postal_3,USP388,5383913,,all,88,,,,2-digit postcode area,2018,USA,US,,,,,,,0,188675,"[-104.4844,34.2143]","[-115.3045,31.3322,-102.9688,37.0002]"
pos3,postal,3,mapbox.boundaries-pos3-v3,boundaries_postal_3,mapbox.boundaries-posPoints-v3,points_postal_3,USP389,5187305,,all,89,,,,2-digit postcode area,2018,USA,US,,,,,,,0,375406,"[-116.7303,38.5916]","[-120.0065,35.0019,-114.0395,42.0038]"
pos3,postal,3,mapbox.boundaries-pos3-v3,boundaries_postal_3,mapbox.boundaries-posPoints-v3,points_postal_3,USP390,3155689,,all,90,,,,2-digit postcode area,2018,USA,US,,,,,,,0,2959,"[-118.1791,33.9329]","[-119.0683,32.7997,-117.9151,34.1614]"
pos3,postal,3,mapbox.boundaries-pos3-v3,boundaries_postal_3,mapbox.boundaries-posPoints-v3,points_postal_3,USP391,3024617,,all,91,,,,2-digit postcode area,2018,USA,US,,,,,,,0,8999,"[-118.3937,34.271]","[-119.0063,32.5343,-116.1058,34.6662]"
pos3,postal,3,mapbox.boundaries-pos3-v3,boundaries_postal_3,mapbox.boundaries-posPoints-v3,points_postal_3,USP392,2893545,,all,92,,,,2-digit postcode area,2018,USA,US,,,,,,,0,120904,"[-116.1319,34.8682]","[-118.0999,32.5349,-114.1312,37.0599]"
pos3,postal,3,mapbox.boundaries-pos3-v3,boundaries_postal_3,mapbox.boundaries-posPoints-v3,points_postal_3,USP393,2762473,,all,93,,,,2-digit postcode area,2018,USA,US,,,,,,,0,147346,"[-119.0186,36.2571]","[-121.9788,33.2148,-116.9233,38.3689]"
pos3,postal,3,mapbox.boundaries-pos3-v3,boundaries_postal_3,mapbox.boundaries-posPoints-v3,points_postal_3,USP394,2565865,,all,94,,,,2-digit postcode area,2018,USA,US,,,,,,,0,14144,"[-121.8592,37.6674]","[-123.1026,37.0971,-121.2822,38.8642]"
pos3,postal,3,mapbox.boundaries-pos3-v3,boundaries_postal_3,mapbox.boundaries-posPoints-v3,points_postal_3,USP395,2434793,,all,95,,,,2-digit postcode area,2018,USA,US,,,,,,,0,126074,"[-121.9932,39.1586]","[-124.415,36.1968,-119.1962,42.0008]"
pos3,postal,3,mapbox.boundaries-pos3-v3,boundaries_postal_3,mapbox.boundaries-posPoints-v3,points_postal_3,USP396,2369257,,all,96,,,,2-digit postcode area,2018,USA,US,,,,,,,0,114354,"[-122.4181,40.0571]","[-187.5552,18.9107,-119.0881,53.0135]"
pos3,postal,3,mapbox.boundaries-pos3-v3,boundaries_postal_3,mapbox.boundaries-posPoints-v3,points_postal_3,USP397,2303721,,all,97,,,,2-digit postcode area,2018,USA,US,,,,,,,0,353655,"[-120.5095,44.1521]","[-124.6065,41.9921,-116.3299,46.2556]"
pos3,postal,3,mapbox.boundaries-pos3-v3,boundaries_postal_3,mapbox.boundaries-posPoints-v3,points_postal_3,USP398,3483369,,all,98,,,,2-digit postcode area,2018,USA,US,,,,,,,0,169230,"[-120.7118,47.3013]","[-124.7435,45.5435,-118.8352,49.0024]"
pos3,postal,3,mapbox.boundaries-pos3-v3,boundaries_postal_3,mapbox.boundaries-posPoints-v3,points_postal_3,USP399,3417833,,all,99,,,,2-digit postcode area,2018,USA,US,,,,,,,0,3580225,"[-151.0647,64.3151]","[-179.1472,45.6944,-116.7301,71.3885]"
